28 041 950100 01 003 010500 4
28 059 042600 01 003 010701 4
28 061 950400 01 003 010701 4
28 041 950200 01 003 010703 4
28 041 950200 01 003 010705 4
28 059 042600 01 003 010705 4
28 039 950100 01 003 010800 10
28 059 042300 01 003 010800 10
28 041 950100 01 003 010800 4
28 041 950200 01 003 010902 4
28 059 040400 01 003 011201 10
28 059 040201 01 003 011403 10
28 059 040400 01 003 011404 10
28 039 950100 01 003 011404 4
28 059 040400 01 003 011404 4
28 075 010201 01 003 011500 10
28 023 950300 01 023 956800 4
28 075 000200 01 023 956800 4
28 041 950200 01 025 957902 4
28 003 950100 01 033 020200 4
28 003 950100 01 033 020300 4
28 117 950100 01 033 020300 4
28 141 950200 01 033 020300 20
28 141 950400 01 033 020300 4
28 003 950300 01 033 020600 4
28 105 950400 01 033 020600 10
28 141 950300 01 033 020600 4
28 003 950700 01 033 020701 4
28 057 950300 01 033 020701 4
28 141 950100 01 033 020701 10
28 141 950300 01 033 020701 4
28 141 950400 01 033 020701 4
28 003 950100 01 033 020701 4
28 003 950600 01 033 020701 4
28 141 950300 01 033 020701 4
28 141 950300 01 033 020701 10
28 141 950400 01 033 020701 4
28 003 950200 01 033 020702 10
28 003 950500 01 033 020702 4
28 003 950700 01 033 020702 4
28 057 950400 01 033 020702 10
28 117 950100 01 033 020702 4
28 141 950100 01 033 020702 4
28 141 950200 01 033 020702 10
28 141 950300 01 033 020702 4
28 141 950400 01 033 020702 4
28 141 950400 01 033 020702 4
28 141 950400 01 033 020802 4
28 003 950600 01 033 020900 4
28 057 950400 01 033 020900 4
28 141 950300 01 033 020900 4
28 141 950300 01 033 020900 4
28 003 950100 01 033 021000 4
28 003 950600 01 033 021000 4
28 141 950200 01 033 021000 10
28 141 950300 01 033 021000 10
28 141 950400 01 033 021000 4
28 141 950400 01 033 021000 15
28 141 950100 01 033 021000 25
28 141 950300 01 033 021000 4
28 141 950400 01 033 021000 4
28 141 950400 01 033 021000 15
28 141 950400 01 059 973300 4
28 057 950100 01 059 973400 10
28 057 950400 01 059 973400 4
28 057 950400 01 059 973400 4
28 141 950400 01 059 973400 4
28 141 950400 01 059 973400 4
28 141 950400 01 059 973400 4
28 057 950100 01 059 973500 4
28 057 950400 01 059 973500 15
28 141 950400 01 059 973500 4
28 141 950400 01 059 973500 4
28 141 950400 01 059 973500 4
28 095 950500 01 075 030000 4
28 095 950500 01 075 030100 10
28 095 950500 01 075 030100 10
28 003 950100 01 077 010100 4
28 141 950100 01 077 010100 4
28 141 950200 01 077 010100 10
28 003 950600 01 077 010200 4
28 141 950200 01 077 010200 4
28 141 950300 01 077 010200 4
28 141 950400 01 077 010200 4
28 141 950400 01 077 010200 4
28 003 950700 01 077 010700 4
28 003 950100 01 077 010900 4
28 003 950400 01 077 010900 4
28 141 950300 01 077 010900 4
28 003 950100 01 077 011501 4
28 003 950700 01 077 011501 4
28 105 950400 01 077 011501 10
28 141 950400 01 077 011501 4
28 141 950400 01 083 020200 4
28 057 950500 01 091 983100 4
28 057 950400 01 093 984600 4
28 039 950100 01 097 000200 25
28 039 950300 01 097 000200 10
28 041 950100 01 097 000200 4
28 041 950200 01 097 000200 10
28 047 001500 01 097 000200 10
28 047 002000 01 097 000200 4
28 047 003102 01 097 000200 15
28 047 003501 01 097 000200 10
28 059 040101 01 097 000200 15
28 059 040102 01 097 000200 15
28 059 040500 01 097 000200 25
28 059 040600 01 097 000200 20
28 059 040700 01 097 000200 10
28 059 040800 01 097 000200 10
28 059 041300 01 097 000200 10
28 059 041800 01 097 000200 10
28 059 041900 01 097 000200 4
28 059 042200 01 097 000200 4
28 059 042600 01 097 000200 4
28 059 042100 01 097 000701 4
28 059 040600 01 097 000800 4
28 059 041100 01 097 000800 10
28 059 041900 01 097 000800 4
28 039 950100 01 097 000901 25
28 039 950200 01 097 000901 4
