37 039 990400 01 081 040500 4
37 177 960100 09 005 310400 4
37 129 011901 11 001 000400 4
37 051 003205 11 001 000701 10
37 129 011500 11 001 000802 15
37 063 001001 11 001 000901 10
37 051 003204 11 001 001100 4
37 183 052401 11 001 001200 4
37 063 002014 11 001 001801 4
37 183 054107 11 001 001801 4
37 051 003304 11 001 003400 4
37 135 011201 11 001 003400 4
37 191 000602 11 001 003500 15
37 135 011500 11 001 004002 4
37 019 020401 11 001 004300 10
37 183 054108 11 001 004700 4
37 183 053404 11 001 004801 10
37 129 011704 11 001 004802 10
37 133 001100 11 001 005100 4
37 183 050100 11 001 005100 10
37 183 053200 11 001 005100 4
37 147 001000 11 001 005202 10
37 183 054302 11 001 005202 4
37 061 990700 11 001 005301 4
37 019 020402 11 001 005302 4
37 049 961100 11 001 005302 4
37 141 980200 11 001 005302 4
37 183 053507 11 001 005401 4
37 183 054107 11 001 005401 4
37 183 053405 11 001 005402 4
37 019 020302 11 001 005701 4
37 019 020402 11 001 005800 10
37 135 011500 11 001 005800 4
37 183 053200 11 001 005800 4
37 101 041400 11 001 005900 4
37 183 054108 11 001 005900 4
37 183 053709 11 001 006100 4
37 101 040900 11 001 006202 10
37 127 010800 11 001 006202 4
37 155 961000 11 001 006202 10
37 183 051600 11 001 006202 4
37 183 051800 11 001 006202 4
37 191 001300 11 001 006202 15
37 137 950200 11 001 006400 4
37 183 053711 11 001 006600 10
37 183 053200 11 001 006802 4
37 019 020401 11 001 006900 4
37 133 000400 11 001 007301 4
37 141 980200 11 001 008600 4
37 133 000200 11 001 009201 4
37 119 001503 12 001 001505 10
37 183 051700 12 009 065123 10
37 135 011700 12 009 065231 4
37 183 053703 12 011 040100 10
37 101 041100 12 011 040201 10
37 133 000400 12 011 042300 4
37 183 053407 12 011 042300 4
37 183 053407 12 011 050204 4
37 181 960400 12 021 011400 4
37 067 003103 12 031 001000 10
37 081 012612 12 031 001300 15
37 025 042600 12 031 001800 4
37 159 051102 12 031 010201 4
37 071 033302 12 031 010202 15
37 025 042400 12 031 010301 15
37 119 005603 12 031 011800 10
37 035 010202 12 031 012100 10
37 119 003012 12 031 014405 10
37 001 021300 12 031 014407 4
37 071 033301 12 031 015921 10
37 071 031600 12 031 016200 4
37 071 031600 12 031 016200 4
37 159 051700 12 031 016200 10
37 067 002702 12 031 016601 15
37 081 017100 12 031 016601 4
37 153 970900 12 031 016802 15
37 119 002904 12 057 002500 10
37 081 010602 12 057 002600 4
37 179 020303 12 057 002600 4
37 119 001000 12 057 003700 4
37 119 002901 12 057 003700 15
37 071 032400 12 057 004100 4
37 071 032400 12 057 004600 10
37 119 005813 12 057 004700 4
37 119 005817 12 057 005101 10
37 161 960200 12 057 010900 10
37 081 010602 12 057 011513 10
37 081 015900 12 057 011605 10
37 089 991500 12 057 011708 4
37 189 980200 12 057 011708 4
37 071 032400 12 057 011902 10
37 081 011300 12 057 012501 10
37 171 991100 12 057 012701 10
37 179 020303 12 057 013305 4
37 179 020303 12 057 013404 20
37 179 020700 12 057 014004 10
37 183 053403 12 061 050200 10
37 097 061400 12 069 030601 4
37 045 951300 12 069 030801 4
37 145 980200 12 071 010602 4
37 089 991800 12 073 000600 4
37 083 990900 12 086 001502 4
37 125 951200 12 086 001701 4
37 183 054201 12 086 003001 4
37 101 041000 12 086 003701 4
37 129 011601 12 086 003701 4
37 051 003400 12 086 003702 10
37 183 053513 12 086 004800 10
37 133 000800 12 086 004901 10
37 051 003700 12 086 005600 10
37 033 990600 12 086 008409 4
37 063 002012 12 086 008409 10
37 083 990700 12 086 008409 4
37 183 052805 12 086 008409 4
37 183 052900 12 086 008409 4
37 183 053801 12 086 008409 10
37 191 000400 12 086 008409 4
37 185 950400 12 086 009100 10
37 183 054201 12 086 011300 4
37 067 001400 12 095 010300 10
37 119 005507 12 095 010300 10
37 183 053715 12 095 010801 10
37 067 004102 12 095 011000 10
37 183 053200 12 095 011300 4
37 183 053514 12 095 011300 4
37 183 053600 12 095 011300 15
37 119 001911 12 095 012600 4
37 119 005608 12 095 012600 15
37 067 003002 12 095 014000 4
37 179 021001 12 095 014200 10
37 067 003002 12 095 014501 4
37 097 061200 12 095 014701 4
37 119 002004 12 095 016406 15
37 067 003907 12 095 016503 4
37 183 051200 12 095 016704 10
37 067 003002 12 095 016803 4
37 067 003802 12 095 017001 4
37 135 010704 12 095 017001 10
37 183 053600 12 095 017001 4
37 171 990500 12 097 042300 15
37 119 005507 12 097 043500 10
37 125 951000 12 099 001500 10
37 105 030500 12 099 007002 10
37 183 054201 12 099 007003 4
37 149 980200 12 103 024302 4
37 169 070700 12 103 024405 4
37 025 042600 12 103 024407 10
